Date,Open,High,Low,Close,Adj Close,Volume
2022-05-19,13822.349609,13882.299805,13683.589844,13882.299805,13882.299805,82304500
2022-05-20,13968.259766,14161.320313,13944.160156,13981.910156,13981.910156,83084600
2022-05-23,14179.839844,14217.480469,14026.139648,14175.400391,14175.400391,60577400
2022-05-24,14043.219727,14105.059570,13917.080078,13919.750000,13919.750000,70956400
2022-05-25,14022.269531,14053.589844,13871.480469,14007.929688,14007.929688,64007200
2022-05-26,14025.440430,14253.610352,14025.440430,14231.290039,14231.290039,57436000
2022-05-27,14289.530273,14463.500000,14246.830078,14462.190430,14462.190430,71341500
2022-05-30,14572.799805,14589.450195,14509.580078,14575.980469,14575.980469,54721200
2022-05-31,14513.339844,14547.089844,14359.389648,14388.349609,14388.349609,146716000
2022-06-01,14478.370117,14489.000000,14329.509766,14340.469727,14340.469727,68008900
2022-06-02,14394.360352,14492.780273,14393.040039,14485.169922,14485.169922,50049600
2022-06-03,14585.179688,14589.910156,14443.110352,14460.089844,14460.089844,46395500
2022-06-06,14576.870117,14709.379883,14548.259766,14653.809570,14653.809570,38135700
2022-06-07,14569.299805,14590.690430,14458.339844,14556.620117,14556.620117,51840700
2022-06-08,14595.780273,14602.059570,14378.500000,14445.990234,14445.990234,61851500
2022-06-09,14364.589844,14420.730469,14186.929688,14198.799805,14198.799805,64865200
2022-06-10,14110.030273,14121.070313,13749.769531,13761.830078,13761.830078,89335800
2022-06-13,13564.469727,13648.839844,13379.870117,13427.030273,13427.030273,91214200
2022-06-14,13557.440430,13569.929688,13294.000000,13304.389648,13304.389648,78302700
2022-06-15,13480.500000,13566.799805,13358.400391,13485.290039,13485.290039,80763200
2022-06-16,13440.429688,13443.320313,13007.910156,13038.490234,13038.490234,104048800
2022-06-17,13092.849609,13237.700195,13020.419922,13126.259766,13126.259766,190391800
2022-06-20,13207.790039,13265.599609,13106.379883,13265.599609,13265.599609,54602700
2022-06-21,13335.150391,13443.769531,13273.200195,13292.400391,13292.400391,64763900
2022-06-22,13062.259766,13206.110352,12965.690430,13144.280273,13144.280273,76135600
2022-06-23,13082.620117,13120.309570,12912.589844,12912.589844,12912.589844,99254200
2022-06-24,12949.870117,13160.709961,12904.860352,13118.129883,13118.129883,95705800
2022-06-27,13217.900391,13378.419922,13126.860352,13186.070313,13186.070313,69024800
2022-06-28,13264.620117,13358.620117,13221.040039,13231.820313,13231.820313,61092900
2022-06-29,13089.990234,13132.360352,12946.759766,13003.349609,13003.349609,70350700
2022-06-30,12795.219727,12811.429688,12618.679688,12783.769531,12783.769531,114222900
2022-07-01,12627.660156,12894.379883,12623.230469,12813.030273,12813.030273,80285900
2022-07-04,12904.089844,12919.700195,12741.629883,12773.379883,12773.379883,52500200
2022-07-05,12851.290039,12870.240234,12390.950195,12401.200195,12401.200195,90489700
2022-07-06,12587.549805,12668.679688,12509.219727,12594.519531,12594.519531,78681400
2022-07-07,12757.629883,12867.709961,12693.650391,12843.219727,12843.219727,79392500
2022-07-08,12814.099609,13019.129883,12766.799805,13015.230469,13015.230469,75193100
2022-07-11,12783.089844,12934.870117,12774.230469,12832.440430,12832.440430,55461200
2022-07-12,12751.299805,12905.480469,12655.059570,12905.480469,12905.480469,65198400
2022-07-13,12800.870117,12851.900391,12625.219727,12756.320313,12756.320313,63030200
2022-07-14,12759.290039,12788.009766,12434.290039,12519.660156,12519.660156,72613000
2022-07-15,12562.150391,12875.669922,12532.940430,12864.719727,12864.719727,77498400
2022-07-18,12935.049805,13062.230469,12913.690430,12959.809570,12959.809570,61274100
2022-07-19,12884.830078,13351.200195,12827.889648,13308.410156,13308.410156,73418300
2022-07-20,13356.669922,13399.400391,13129.129883,13281.980469,13281.980469,75183800
2022-07-21,13261.820313,13318.639648,13097.750000,13246.639648,13246.639648,87886300
2022-07-22,13179.559570,13367.040039,13171.139648,13253.679688,13253.679688,76076400
2022-07-25,13183.240234,13337.059570,13151.860352,13210.320313,13210.320313,56561100
2022-07-26,13181.919922,13197.950195,13042.410156,13096.929688,13096.929688,58207700
2022-07-27,13158.639648,13204.580078,13089.959961,13166.379883,13166.379883,79894900
2022-07-28,13214.410156,13289.389648,13091.259766,13282.110352,13282.110352,74308800
2022-07-29,13353.280273,13515.030273,13340.589844,13484.049805,13484.049805,82631600
2022-08-01,13471.200195,13570.219727,13464.900391,13479.629883,13479.629883,57227900
2022-08-02,13419.190430,13484.549805,13335.389648,13449.200195,13449.200195,56681200
2022-08-03,13398.700195,13595.070313,13388.339844,13587.559570,13587.559570,63636000
2022-08-04,13629.700195,13792.879883,13628.570313,13662.679688,13662.679688,64719800
2022-08-05,13642.910156,13693.339844,13562.620117,13573.929688,13573.929688,62482000
2022-08-08,13703.379883,13745.589844,13604.549805,13687.690430,13687.690430,51639200
2022-08-09,13703.379883,13745.589844,13514.709961,13534.969727,13534.969727,51015000
2022-08-10,13482.629883,13715.559570,13455.700195,13700.929688,13700.929688,56490500
2022-08-11,13747.070313,13763.259766,13661.169922,13694.509766,13694.509766,54583800
2022-08-12,13709.830078,13813.049805,13705.019531,13795.849609,13795.849609,58498800
2022-08-15,13847.879883,13857.980469,13736.000000,13816.610352,13816.610352,37843500
2022-08-16,13849.620117,13947.849609,13824.969727,13910.120117,13910.120117,50947100
2022-08-17,13928.120117,13930.570313,13610.440430,13626.709961,13626.709961,57254300
2022-08-18,13653.820313,13775.660156,13638.160156,13697.410156,13697.410156,47668000
2022-08-19,13591.240234,13660.339844,13525.690430,13544.519531,13544.519531,65997300
2022-08-22,13471.440430,13510.290039,13189.269531,13230.570313,13230.570313,68371700
2022-08-23,13163.519531,13298.259766,13156.440430,13194.230469,13194.230469,53963000
2022-08-24,13131.120117,13238.610352,13085.200195,13220.059570,13220.059570,46809500
2022-08-25,13328.490234,13364.549805,13210.990234,13271.959961,13271.959961,41621200
2022-08-26,13335.099609,13375.019531,12939.959961,12971.469727,12971.469727,67305400
2022-08-29,12838.419922,12942.459961,12758.440430,12892.990234,12892.990234,54303000
2022-08-30,12919.429688,13154.150391,12885.080078,12961.139648,12961.139648,62479300
2022-08-31,13018.480469,13020.540039,12814.809570,12834.959961,12834.959961,82999700
2022-09-01,12713.750000,12743.049805,12603.580078,12630.230469,12630.230469,61602700
2022-09-02,12768.440430,13051.570313,12736.009766,13050.269531,13050.269531,67336800
2022-09-05,12827.580078,12827.580078,12617.400391,12760.780273,12760.780273,62869400
2022-09-06,12807.269531,12927.790039,12760.040039,12871.440430,12871.440430,53636500
2022-09-07,12770.719727,12953.990234,12736.089844,12915.969727,12915.969727,67128300
2022-09-08,12985.610352,13008.820313,12688.870117,12904.320313,12904.320313,71242600
2022-09-09,12926.150391,13121.129883,12925.570313,13088.209961,13088.209961,67719300
2022-09-12,13171.919922,13441.540039,13165.780273,13402.269531,13402.269531,67046400
2022-09-13,13450.389648,13564.830078,13183.190430,13188.950195,13188.950195,68434200
2022-09-14,13131.339844,13192.820313,12952.089844,13028.000000,13028.000000,62448700
2022-09-15,13040.360352,13111.379883,12927.200195,12956.660156,12956.660156,67761600
2022-09-16,12814.919922,12815.330078,12699.219727,12741.259766,12741.259766,148557300
2022-09-19,12685.290039,12866.700195,12606.639648,12803.240234,12803.240234,49575200
2022-09-20,12849.780273,12936.570313,12638.219727,12670.830078,12670.830078,62735600
2022-09-21,12555.309570,12771.780273,12520.809570,12767.150391,12767.150391,55268200
2022-09-22,12531.660156,12781.559570,12526.610352,12531.629883,12531.629883,66525600
2022-09-23,12506.639648,12521.250000,12180.759766,12284.190430,12284.190430,86711600
2022-09-26,12231.839844,12368.490234,12184.000000,12227.919922,12227.919922,67273900
2022-09-27,12332.849609,12414.089844,12139.679688,12139.679688,12139.679688,78962200
2022-09-28,12025.429688,12198.370117,11862.839844,12183.280273,12183.280273,96220900
2022-09-29,12143.209961,12147.309570,11866.980469,11975.549805,11975.549805,87998400
2022-09-30,12063.089844,12137.769531,11973.910156,12114.360352,12114.360352,89235000
2022-10-03,11951.839844,12227.870117,11893.940430,12209.480469,12209.480469,63674200
2022-10-04,12360.719727,12673.349609,12358.980469,12670.480469,12670.480469,80240300
2022-10-05,12611.070313,12661.879883,12455.360352,12517.179688,12517.179688,62392400
2022-10-06,12593.410156,12643.219727,12421.889648,12470.780273,12470.780273,53529600
2022-10-07,12414.780273,12497.519531,12272.589844,12273.000000,12273.000000,56973200
2022-10-10,12175.519531,12410.830078,12174.629883,12272.940430,12272.940430,68341800
2022-10-11,12168.660156,12258.150391,12097.679688,12220.250000,12220.250000,64611700
2022-10-12,12207.969727,12298.620117,12104.620117,12172.259766,12172.259766,67186400
2022-10-13,12114.230469,12379.240234,12000.429688,12355.580078,12355.580078,88446300
2022-10-14,12549.019531,12676.419922,12395.990234,12437.809570,12437.809570,82478300
2022-10-17,12467.540039,12716.809570,12398.049805,12649.030273,12649.030273,57195500
2022-10-18,12788.530273,12931.759766,12746.360352,12765.610352,12765.610352,65991900
2022-10-19,12817.629883,12819.110352,12705.259766,12741.410156,12741.410156,63632000
2022-10-20,12685.160156,12818.339844,12628.780273,12767.410156,12767.410156,52824400
2022-10-21,12641.120117,12775.519531,12548.150391,12730.900391,12730.900391,82221400
2022-10-24,12868.769531,13020.450195,12747.379883,12931.450195,12931.450195,62919300
2022-10-25,12965.190430,13053.240234,12789.259766,13052.959961,13052.959961,69239900
2022-10-26,13054.490234,13203.240234,13023.400391,13195.809570,13195.809570,65691700
2022-10-27,13152.990234,13259.490234,13062.040039,13211.230469,13211.230469,72246300
2022-10-28,13072.919922,13250.660156,13051.250000,13243.330078,13243.330078,64191000
2022-10-31,13254.309570,13307.089844,13216.480469,13253.740234,13253.740234,59049500
2022-11-01,13344.849609,13444.070313,13287.070313,13338.740234,13338.740234,51443700
2022-11-02,13369.330078,13398.639648,13255.070313,13256.740234,13256.740234,54426400
2022-11-03,13130.969727,13194.320313,13022.639648,13130.190430,13130.190430,52294100
2022-11-04,13201.240234,13542.349609,13193.509766,13459.849609,13459.849609,76643400
2022-11-07,13398.790039,13611.299805,13391.000000,13533.519531,13533.519531,56990600
2022-11-08,13506.650391,13689.610352,13487.910156,13688.750000,13688.750000,60728100
2022-11-09,13653.980469,13691.120117,13557.080078,13666.320313,13666.320313,64013300
2022-11-10,13603.790039,14157.250000,13599.349609,14146.089844,14146.089844,114862700
2022-11-11,14179.389648,14263.530273,14172.469727,14224.860352,14224.860352,103682300
2022-11-14,14295.809570,14431.179688,14243.349609,14313.299805,14313.299805,72405100
2022-11-15,14372.419922,14440.780273,14266.419922,14378.509766,14378.509766,77960600
2022-11-16,14374.860352,14382.620117,14195.309570,14234.030273,14234.030273,76202800
2022-11-17,14348.459961,14384.540039,14149.700195,14266.379883,14266.379883,58048700
2022-11-18,14320.610352,14457.759766,14300.209961,14431.860352,14431.860352,93252600
2022-11-21,14395.530273,14425.950195,14321.839844,14379.929688,14379.929688,48082900
2022-11-22,14352.540039,14485.490234,14343.799805,14422.349609,14422.349609,50364700
2022-11-23,14438.200195,14446.330078,14363.509766,14427.589844,14427.589844,51115900
2022-11-24,14456.150391,14570.709961,14447.549805,14539.559570,14539.559570,50503400
2022-11-25,14547.580078,14571.660156,14498.049805,14541.379883,14541.379883,46218800
2022-11-28,14471.099609,14514.730469,14374.150391,14383.360352,14383.360352,53336900
2022-11-29,14404.669922,14429.870117,14327.040039,14355.450195,14355.450195,51089400
2022-11-30,14429.219727,14487.700195,14363.320313,14397.040039,14397.040039,97644000
2022-12-01,14543.799805,14563.700195,14423.790039,14490.299805,14490.299805,61595900
2022-12-02,14465.700195,14584.589844,14372.419922,14529.389648,14529.389648,55190800
2022-12-05,14487.429688,14507.160156,14394.370117,14447.610352,14447.610352,50074900
2022-12-06,14406.870117,14471.500000,14305.259766,14343.190430,14343.190430,50930900
2022-12-07,14304.950195,14372.349609,14218.179688,14261.190430,14261.190430,52784800
2022-12-08,14277.750000,14298.809570,14196.769531,14264.559570,14264.559570,47362200
2022-12-09,14325.799805,14385.570313,14217.959961,14370.719727,14370.719727,52573000
2022-12-12,14300.429688,14366.389648,14262.599609,14306.629883,14306.629883,46459100
2022-12-13,14345.879883,14675.839844,14302.490234,14497.889648,14497.889648,68062200
2022-12-14,14453.540039,14470.740234,14375.950195,14460.200195,14460.200195,59754000
2022-12-15,14351.309570,14363.120117,13982.589844,13986.230469,13986.230469,87474200
2022-12-16,13978.440430,14011.259766,13815.240234,13893.070313,13893.070313,168807500
2022-12-19,13934.750000,14001.370117,13927.049805,13942.870117,13942.870117,48853600
2022-12-20,13829.900391,13931.290039,13791.519531,13884.660156,13884.660156,56020300
2022-12-21,13944.690430,14099.750000,13912.169922,14097.820313,14097.820313,44585400
2022-12-22,14113.009766,14160.870117,13890.540039,13914.070313,13914.070313,42893400
2022-12-23,13945.589844,14000.679688,13874.500000,13940.929688,13940.929688,28738700
2022-12-27,14047.419922,14063.139648,13966.349609,13995.099609,13995.099609,22975000
2022-12-28,14013.719727,14018.469727,13914.620117,13925.599609,13925.599609,27583800
2022-12-29,13890.809570,14071.719727,13871.320313,14071.719727,14071.719727,30727400
2022-12-30,14005.839844,14008.969727,13922.549805,13923.589844,13923.589844,24346600
2023-01-02,13992.709961,14095.910156,13976.440430,14069.259766,14069.259766,34978500
2023-01-03,14116.070313,14293.870117,14083.759766,14181.669922,14181.669922,57907500
2023-01-04,14266.980469,14492.780273,14264.599609,14490.780273,14490.780273,76221600
2023-01-05,14451.230469,14501.599609,14403.730469,14436.309570,14436.309570,60947500
2023-01-06,14476.719727,14610.230469,14388.980469,14610.019531,14610.019531,55433700
2023-01-09,14650.730469,14832.889648,14628.610352,14792.830078,14792.830078,64976500
2023-01-10,14741.969727,14790.820313,14692.740234,14774.599609,14774.599609,57438600
2023-01-11,14805.400391,14965.469727,14794.990234,14947.910156,14947.910156,66367800
2023-01-12,14972.280273,15095.030273,14934.509766,15058.299805,15058.299805,65971500
2023-01-13,15063.209961,15132.370117,15041.160156,15086.519531,15086.519531,66451100
2023-01-16,15112.049805,15153.190430,15083.940430,15134.040039,15134.040039,42102700
2023-01-17,15130.030273,15269.709961,15083.950195,15187.070313,15187.070313,57914400
2023-01-18,15182.950195,15250.360352,15156.889648,15181.799805,15181.799805,58258000
2023-01-19,15115.549805,15134.070313,14906.269531,14920.360352,14920.360352,64167400
2023-01-20,14986.519531,15034.429688,14940.679688,15033.559570,15033.559570,64031100
2023-01-23,15077.400391,15145.900391,15022.830078,15102.950195,15102.950195,39903900
2023-01-24,15140.500000,15147.450195,15022.549805,15093.110352,15093.110352,48335400
2023-01-25,15095.719727,15114.410156,14969.650391,15081.639648,15081.639648,53589900
2023-01-26,15146.290039,15151.540039,15068.719727,15132.849609,15132.849609,62001200
2023-01-27,15115.750000,15186.490234,15077.620117,15150.030273,15150.030273,55135800
2023-01-30,15070.299805,15161.070313,14988.980469,15126.080078,15126.080078,54664400
2023-01-31,15081.169922,15136.219727,14993.589844,15128.269531,15128.269531,57047200
2023-02-01,15125.120117,15222.339844,15107.830078,15180.740234,15180.740234,57095200
2023-02-02,15275.000000,15520.969727,15264.309570,15509.190430,15509.190430,122979300
2023-02-03,15408.400391,15476.669922,15347.860352,15476.429688,15476.429688,76253700
2023-02-06,15367.040039,15406.929688,15275.570313,15345.910156,15345.910156,54430400
2023-02-07,15359.589844,15363.410156,15273.599609,15320.879883,15320.879883,56184100
2023-02-08,15450.669922,15486.129883,15371.929688,15412.049805,15412.049805,61344800
2023-02-09,15560.150391,15658.559570,15519.629883,15523.419922,15523.419922,66247500
2023-02-10,15438.940430,15487.980469,15246.389648,15307.980469,15307.980469,65755600
2023-02-13,15322.059570,15409.269531,15305.940430,15397.339844,15397.339844,38580400
2023-02-14,15419.000000,15526.280273,15366.370117,15380.559570,15380.559570,56427200
2023-02-15,15394.440430,15520.389648,15388.849609,15506.339844,15506.339844,49065600
2023-02-16,15612.429688,15634.040039,15417.169922,15533.639648,15533.639648,66113500
2023-02-17,15372.059570,15514.719727,15300.419922,15482.000000,15482.000000,70462400
2023-02-20,15524.160156,15532.440430,15436.790039,15477.549805,15477.549805,33610800
2023-02-21,15450.620117,15470.519531,15286.709961,15397.620117,15397.620117,47050500
2023-02-22,15342.599609,15408.580078,15247.500000,15399.889648,15399.889648,54879700
2023-02-23,15453.290039,15552.769531,15433.969727,15475.690430,15475.690430,51347600
2023-02-24,15501.820313,15530.459961,15162.480469,15209.740234,15209.740234,141484400
2023-02-27,15351.629883,15481.059570,15351.629883,15381.429688,15381.429688,58764200
2023-02-28,15299.790039,15443.169922,15289.429688,15365.139648,15365.139648,93757000
2023-03-01,15399.910156,15478.839844,15254.110352,15305.019531,15305.019531,72243100
2023-03-02,15171.070313,15329.290039,15150.669922,15327.639648,15327.639648,62593100
2023-03-03,15430.660156,15590.440430,15409.990234,15578.389648,15578.389648,67122500
2023-03-06,15597.900391,15677.929688,15587.780273,15653.580078,15653.580078,69392600
2023-03-07,15638.440430,15706.370117,15544.070313,15559.530273,15559.530273,68603300
2023-03-08,15528.809570,15667.209961,15524.849609,15631.870117,15631.870117,64604200
2023-03-09,15619.750000,15667.049805,15535.129883,15633.209961,15633.209961,59687500
2023-03-10,15369.669922,15495.870117,15316.379883,15427.969727,15427.969727,114116400
2023-03-13,15435.160156,15435.809570,14887.440430,14959.469727,14959.469727,157697900
2023-03-14,15016.530273,15272.110352,14951.709961,15232.830078,15232.830078,101464500
2023-03-15,15175.440430,15246.169922,14702.910156,14735.259766,14735.259766,157452200
2023-03-16,14973.839844,15018.309570,14664.169922,14967.099609,14967.099609,0
